"publishedDate","lang","publishedPlatform","title","locationId","travelDate","tripType","rating","text"
"2019-03-07","en","MOBILE","Nice place","9729405","2018-11","COUPLES","5","The cuisine is nice. I think the service could be better considering the price. Generally speaking though it's a great restaurant"
"2018-12-16","ru","MOBILE","Превосходная кухны","9729405","2018-10","FAMILY","5","Osho это один из немногих хороших ресторанов, с потрясающей кухней, стильным интерьером и дружелюбных персоналом. 
Каждый раз уходя, есть желание вернуться вновь! 

Цены супер! А завтраки вообще отпад❤️ 

Всем советую! "
"2018-11-06","ru","MOBILE","Кроме отличного мяса... Отличный чай! ","9729405","2018-11","FRIENDS","5","Выбирал место для быстрой встречи по работе и решил выбрать этот ресторан, и, скажу я вам, что чай здесь отличный! "
"2018-11-03","fr","MOBILE","Magnifique endrout","9729405","2018-11","NONE","4","Très bel endroit décoré avec beaucoup de goût. Les plats sont délicieux et servis avec soins. Tout est pensé dans les moindres détails. À faire "
"2018-11-03","fr","MOBILE","Superbe endroit","9729405","2018-11","FRIENDS","4","L’endroit est vraiment décoré avec beaucoup de goût.
Service dispo et professionnel.
Les plats y sont présentés avec beaucoup d’attention et les saveurs sont là !
J’ai personnellement essayer le Ribeye d’Australie.. très bonne viande !
Essayez les vins locaux.. bluffants."
"2018-10-28","en","MOBILE","Amazing dinner on Friday night","9729405","2018-10","COUPLES","5","Had an amazing Friday night dinner at osho restaurant in chisinau ( Moldova ) trendy fancy restaurant , it’s better to make a reservation in advance ) great food and atmosphere friendly waitress and the serves is amazing . Prices r more than fair for that kind of restaurant. it’s a place u surly want to visit , u will not be disappointed ( don’t forget to taste the amazing local Moldavian wine !! - I think it was 215 lei -( 11 euro/ 12 dollars ) for a 750ml bottle ) u would want another one !
Thank u osho restaurant for a great night "
"2018-10-25","en","MOBILE","Excellent food, good wines and service","9729405","2018-10","BUSINESS","5","Very nice location, fancy and cosy. Goos for any type or reunion: family, friends, clients, coworkers. Very good live music"
"2018-10-25","ru","MOBILE","Один из лучших в Кишиневе.","9729405","2018-10","COUPLES","5","Удобное месторасположение, есть парковка. Летом работает терраса. 
Подача и вкус блюд однозначно радуют. Очень вкусно. Обслуживание хорошее. 
По атмосфере тоже очень нравится.
Отличное место провести вечер."
"2018-10-11","en","MOBILE","Tasty cousine and fancy atmosphere","9729405","2018-09","COUPLES","5","Absolutely delicious cousine!!!! I enjoy being there, the atmosphere, design, the waiters, they all make a restaurant to want to come back again. 
The only thing i don’t like is about the terrace area, for me there’s too cold ))"
"2018-09-25","ru","MOBILE","Минус","9729405","2018-09","COUPLES","2","Неплохая в целом идея, хорошее месторасположение и наиглупейшее ощущения дискомфорта, когда в абсолютно пустом заведении тебя сажают не туда куда ты просишь, а туда где сочтёт нужным халдей), сославшись на якобы резерв. Первое желание было уйти, но я решил все таки поужинать и посмотреть «резерв», по итогу, как и ожидалось три резервных стола в течении 2 часов никто не занял. Назовитесь закрытым клубом что ли, чтоб народ не задавал вопросов."
"2018-09-10","ru","OTHER","Ужин в кругу семьи","9729405","2018-08","FAMILY","5","Новый комфортный ресторан. Современный в стиле минимализма дизайн зала. Ничего лишнего, что обычно присутствует во многих ресторанах. Человек приходит отдохнуть и вкусно покушать - этого придерживаются хозяева ресторана и это им удалось. Блюда вкусно приготовлены и изыскано подаются."
"2018-08-15","en","MOBILE","Awesome kitchen ","9729405","2018-08","FAMILY","5","The service is a really good one. Also the food is one of the most delicious i ever ate. They have a great restaurant, too bad that it has a bad position but it's still one of the best ones. "
"2018-07-11","ru","OTHER","лучшее место в Кишиневе","9729405","2018-07","COUPLES","5","отличное стильное место приятное взору и также изысканному вкусу.очень впечатлил очень вкусный и сочный  ""Черный"" стейк из телятины на пюре из корнеплодов посыпанный невероятно вкусной гречкой,отличный соус и сочетание специй... и подача все на высшем уровне. Прекрасно оформленный комплимент из фруктов от заведения.Приятная атмосфера..."
"2018-06-28","en","MOBILE","Very nice","9729405","2018-06","FRIENDS","5","Great food, great wine, great live ambiental music, great service, very modern decor. A bit pricey, but I would surely go back!"
"2019-03-20","en","OTHER","Family party for colleagues","12794044","2018-12","NONE","4","Delicious Georgian cuisine and best hachapuri. Here you can try chacha and real Georgian wine. Very silent and cosy place."
"2019-02-12","en","MOBILE","Excellent restaurant","12794044","2019-02","FRIENDS","5","I highly recommend this restaurant for georgian food lovers. Cuisine is very good and tasty. Here you can find best hachapuri from Chisinau. Also i recommend to taste their local red and white wines. All i tasted here I really like it. Recommend this restaurant for any occasion."
"2018-03-04","ru","OTHER","Прекрасное место. превосходная кухня","12794044","2018-02","FAMILY","5","Очень часто посещаю этот ресторан как с семьей так и друзьями. Ни разу не пожалел, что остановил выбор на этом заведении. Приятная грузинская музыка не броский интерьер создают атмосферу уюта. Обслуживание выше всяких похвал. Но самое главное это кухня. Все очень вкусно приготовлено так как должно быть. Хинкали и шашлык из телятины это песня.Очень достойное заведение в которое не стыдно пригласить."
"2019-06-19","en","MOBILE","Super Oriental Fusion food ","9593555","2019-05","BUSINESS","5","Fantastic choice of food and wine including sushi and other warm delicacies when in Chisinau give it a try. I think the photos will show you the superb quality which this restaurant serves."
"2019-05-31","es","MOBILE","Sitio muy chulo","9593555","2019-05","FRIENDS","5","Está en el rooftop del hotel radisson. Buenas vistas y buena música. Personal muy amable. Bien de precio pero caro para ser Moldavia. Lo mejor la carne."
"2019-05-21","en","OTHER","Excellent Wine Selection","9593555","2019-05","FRIENDS","4","The service was fantastic and the food was tasty. They have a nice wine selection. The prices are a little high. I don't like that smoking is allowed- I have to shower before bed and wash my clothes immediately. For this reason, I won't return, but if you're a smoker, you'll fit right in."
"2019-05-14","en","OTHER","Great roof top bar","9593555","2019-05","FRIENDS","5","International roof top bar and restaurant. Great food and good drinks. Not the best sushi but decent.Up market prices in Chisinau. Absolutely fantastic view over the city. Some evenings live music. Great party mood late evenings at weekends. Perfect placeto come and watch the crowd. A lot of expats on weekends. International feeling."
"2019-05-01","es","MOBILE","Volveré","9593555","2019-04","SOLO","4","Muy buena cocina. Excelente vista de la ciudad. Lindo ambiente. Atención satisfactoria. Precios alineados con la calidad."
"2019-04-28","en","MOBILE","Good quality but comparatively expensive","9593555","2019-04","BUSINESS","3","It was one of the most expensive places I visited in Chisinau. That being said, the food and service were both very good. I ordered a tuna steak that was delicious. For desert a molten chocolate cake which was also very good. The salmon tartare and ceviche are also recommended. "
"2019-04-27","en","OTHER","Best cocktails in Chisinau...?","9593555","2019-04","FRIENDS","5","To be fair, Chisinau doesn't have much of a skyline to brag about, but whet there is, this place has the best view of. There's a nice little table in the corner where you can get a good view of the circus building which is better seen from that angle. Bit expensive for Chisinau standards but a bargain for the great service, great food and great cocktails...."
"2019-04-24","en","MOBILE","On the top of Chișinău","9593555","2019-04","BUSINESS","5","If you wanna see Chisinau from above, just to have a drink or coffee and to smoke or not a cigarette and of course if you wanna taste a special menu, you find can discover this great location. Fine dinning and very nice and friendly staff with an excellent service, will make you happy :) enjoy it!"
"2019-04-20","ru","OTHER","Тусовочное место в центре с видом.","9593555","2019-04","BUSINESS","5","На верхнем этаже гостиницы, место модное - вид на город, еда разнообразная и на высоком уровне. Обслуживание на отлично, цены выше чем в городе, много иностранцев которые проживают в отеле."
"2019-04-19","nl","OTHER","Uitstekend","9593555","2019-04","FRIENDS","5","Prachtige locatie met een mooi uitzicht over de stad Chisinau. Uitstekende gerechten van topklasse. Prijsklasse is erg hoog voor Moldavië! Bediening is perfect. Ook de keuze is overweldigend! Uitstekend!"
"2021-09-03","ru","OTHER","Прекрасная молдавская кухня в современном оформлении","21041974","2021-06","NONE","5","@fuior_gourmet - относительно новый ресторан в центре Кишинёва, рядом со сквером кафедрального собора. Современный, но с традиционной кухней. Для удобства тех, кому надо срочно перепробовать всю национальную кухню, тут сеты - вот мы и взяли два и добавили немного сверху. 
Вино в меню только бутылками, по бокалам только три-четыре позиции, озвученные официантом, но чего уж, #wheninrome осилим и бутылку. 
Холодец из кролика - плотный, не пресный. Интересная деталь в соусе - зерна кориандра. Рулеты из перцев с сыром - довольно знакомые для нас из Кавказской кухни. 
Гивеч - родственник аджапсандала, с сильным дымным привкусом с мангала. 
Опять испробовали заму, на этот раз с перепелкой, а не с курицей - тут подают со сметаной и мелкими маринованными острыми перцами. Острота совсем умеренная, как и кислота супа нестрашная.
Плацинты - слоеные лепёшки с начинкой, к каждому сету по одной на выбор (и можно взять сладкую как десерт, но это не наш метод), взяли как горячую закуску одну с брынзой и одну со шпинатом. 
Гóлубцы тут двух видов - капустные и виноградные, оба очень компактные и замечательно тонкие оболочкой. В начинке больше риса, чем мяса, но замечательно приправленного, никакой пресности. 
Мититеи #чтовытетямнететити - колбаски, которые отваривают, затем доводят на гриле, что якобы залог их сочности - не знаю, насколько технология повлияла, но и правда сочные, брызжущие практически при разрезании. 
На десерт бабка негра (ну что я могу поделать, если по-румынски «негру» - это «чёрный») Традиционный десерт, который делают из белых ингредиентов, а результат чёрный. Фундук и варенье из зелёных грецких орехов я, понятное дело, сдвинул на половину @kudryaka, а слегка тянущийся упругий бисквит съел. 
Хороший ресторан для ознакомления с Молдавской кухней в современном интерьере с оммажами традиционному стилю."
"2021-08-12","en","OTHER","Probably the best restaurant in the city - the 4 star is harsh because they set expectations high","21041974","2021-07","NONE","4","I only gave 4 stars because the place sets expectations very very high so I judge them on this standard.   How do they stack up against restaurants in Paris, DC, Moscow / St. Petersburg, London, etc.

The chef is well trained and his techniques are very good.  Staff is excelled but gets overwhelmed and the kitchen backs up a bit on busy weekend nights. 

We have been several times and the food is consistently excellent.  

The local dishes are particularly good.  I was a bit disappointed in the sweetness of some of the sauces but I put that down to local preferences and pallets.  If you can only go one time I STRONGLY recommend that you stick to local favorites.  They are much more in keeping with a savory dish rather than mixing savory with a little bit too sweet.

Of high note are the catfish salad / appetizer and house made pate.  Both are OUTSTANDING!  

Location is right in the heart of the middle of the center of the city!  Easy to walk anywhere and just a few steps to night life and the central park.

We will continue to go and attend the special tasting menus the chef puts on from time to time.

Highly recommend"
"2021-08-09","it","OTHER","Tappa obbligatoria a Chisinau","21041974","2021-08","COUPLES","5","Squisita questa proposta di cucina locale rivisitata in chiave moderna, invitante la presentazione dei piatti e direi dell’ottimo vino locale da assaggiare. Una giovane squadra che crede in questo progetto  e questo si sente. Ottima l’accoglienza. Porzioni giuste, proprio per poter arrivare fino ai deliziosi dessert!"
"2021-07-13","ru","OTHER","ресторан, в котором прекрасно всё!","21041974","2021-06","NONE","5","Русскому туристу легко запомнить адрес: ул. Пушкина, 30, с названиями других улиц будет сложнее.
Прекрасный, очень домашний, интерьер, много керамики, даже настоящая деревенская печь есть в зале. В оформлении стен туалета использованы  аутентичные домотканые ковры. 
Главное -кухня! Очень вкусно всё! Авторское видение шеф-поваром Андреем Латулом традиционных молдавских блюд создаёт настоящие шедевры кулинарии! 
Великолепное обслуживание: быстро, вежливо, профессионально. 
Будем рады прийти сюда, когда в следующий раз приедем в Кишинёв."
"2021-07-06","de","MOBILE","Unbedingt probieren 👍👍👍","21041974","2021-06","COUPLES","5","Sehr gutes Restaurant/Unbedingt probieren! Moldawische Küche neu präsentiert! Zama mit Wachtel ein Gedicht ! Fleischgerichte top"
"2021-06-23","en","OTHER","Pay attention when ordering wine glasses","21041974","2021-06","NONE","2","Food is great but they cheat you when ordering wine glasses.
We just ordered ""red"" and ""white"" glasses and they made us pay 8-10 euro for  each glass of ordinary Moldovan wine without informing us in advance about the price.
Always check before ordering wine at glass as prices are not in the wine card and they are definitely overpriced!!"
"2021-06-22","ru","OTHER","Отлично","21041974","2021-05","NONE","5","По моему мнению, это лучший ресторан Кишинева. Всё на уровне: интерьер, обслуживание и, конечно, еда. Особенно понравилось, что основу меню составляют локальные блюда в современном прочтении - очень интересно так знакомиться с молдавской и румынской кухней. Обязательно вернусь)"
"2021-03-09","ru","MOBILE","Был в этом ресторане в марте","21041974","2021-03","BUSINESS","5","Был в этом ресторане в марте 2021. Все очень понравилось: приятная атмосфера, музыка,очень профессиональный персонал, ну и конечно еда. Молдавская кухня, отличное вино( особенно понравилось белое). Обязательно для посещения! Может быть приду еще раз в эту поездку!!:-)"
"2021-02-21","en","MOBILE","Fancy and for a good reason","21041974","2021-02","COUPLES","5","Place is very well decorated and clean. Service is very well organized and courses are served at a appropriate pace. The food we ordered was excellent. We did not personally drink wine but the choice looked wide. Sliglthly pricey but acceptable.compared to the quality of food."
"2021-02-21","en","MOBILE","Fine dinning at affordable prices","21041974","2021-02","COUPLES","5","A very good affordable fine dinning restaurant. I see many comments are about high prices here, sorry to say, but thise people should make a difference between prices at a regular restaurant and a fine dinning ones. Comparing with other fine dinning restaurants in Bucharest, prices here are affordable and the food is incredibly good. We had our best sarmale (with truffle) and the most tender and tasty duck brest. Deserts and wines are also very good. We will recomend this place"
"2022-05-29","ru","MOBILE","Шикарный ресторан - вкусно и приятно находиться","2261775","2022-05","COUPLES","5","4й раз посетили заведение
Безупречное обслуживание, вкусные стейки, утка, мидии, наполеон
Быстро приносят, учитывают все пожелания посетителей, нет проблем с русским языком
Есть зеленая терасса, музыка играет не громко, можно спокойно общаться, прекрасно зондировано и внутри помещение и терасса
Есть детская площадка, которая не мешает посетителям
Придем еще много раз
Ценник для такого сервиса - не завышен!! 
Очень довольны
Шикарный ресторан"
"2022-05-09","en","OTHER","Nice food","2261775","2022-05","NONE","3","Thanks to spottedbylocals we strolled to this restaurant watching the amazing socialist architecture south of the restaurant. High rise ,concrete in different green colors, timeless and sculptural. The stroll was already a succes. The food also became a succes. Excellent duck and rabbit, served with good grilled vegetables. The non-alcoholic cocktails were unique as well, and the waiter was well equiped with perfect English and a sensitive attitude. We decided to come back the next day. Again the food was good. I decided to order beef, and I was not asked the amount of beef I wanted. Another waiter came back later to ask if I wanted medium, wel done or rare. In the end I was surprised to see the bill for a beef which weight was not discussed on beforehand. A pity."
"2022-03-26","ru","MOBILE","Ожидание двух блюд 45 мин)) это много? Или мало?","2261775","2022-03","FAMILY","2","Ожидание блюда: спагетти с морепродуктами и корейка свиная на кости с пюре заняло 45 минут, блюда были поданы остывшими, меню безалкогольных напитков скудно: айс ти нет, лимонады для детей тоже нет, два бала поставила за ненавязчивое обслуживание и чистоту)) и искусственные цветы в интерьере навивают грустные мысли, думаю, это было неудачное знакомство"
"2021-11-30","de","OTHER","Geschäftsessen","2261775","2021-11","NONE","4","Guter Service, schnell und lecker! Leider Wodka war eisgekühlt und nicht direkt trinkbar, sowie es gabt keine eisgekühlter Wodkagläser... Sonst sehr empfehlenswert..."
"2021-10-04","en","MOBILE","I will not return here.","2261775","2021-10","FAMILY","1","I do not recommend.  I had a negative experience with my family at this restaurant.  In addition to the fact that the food came 60 minutes late, it was cold and the staff totally unprofessional.  There are many much better restaurants in Chisinau than this one."
"2021-09-13","en","MOBILE","Poor customer service","2261775","2021-09","COUPLES","1","Today after 25 min to get a menu , we had another 45 min of waiting for our food. I think for a egg benedict and a paste is to much. Ok we skip this moment but after this time of waiting we got our food cold , on my question to Dima Carp who was our waiter if in this restaurant you serve just a cold food he rolled his eyes and moved to the table behind without any explication or apologies. 
One more think I’ve ordered an egg benedict with bacon instead of my order I got with turkey witch doesn’t make any sense. Very bad customer service. Never come again to this store. 
You need to improve your waiter skills,and you have to deliver to every customer a good spending time in your restaurant( if you can call it restaurant, by the price yes not by the customer service)"
"2021-07-17","ru","MOBILE","Нет кондиционера летом!","2261775","2021-06","FAMILY","2","Два балла только за то что нет кондиционера летом! К еде и обслуживанию претензий нет.  Но  кушать в сауне не очень приятно. Будем приходить сюда зимой."
"2021-07-13","en","MOBILE","Very bad and slow service","2261775","2021-07","FAMILY","1","Very bad and slow service by a rude and uninterested staff. Total disappointment! We expected it to be this bad. We waited for hours and when we said something about it, the only thing we got back was an attitude. "
"2021-06-28","es","MOBILE","Cena","2261775","2021-06","COUPLES","5","La comida muy buena, el servicio fantástico y buena carta de vinos locales. Fuimos la primera noche del viaje y repetimos."
"2021-06-23","en","MOBILE","Amazing food with Artiom as our writer and the place is spotless ","2261775","2021-06","BUSINESS","5","What a fantastic experience. The restaurant is in an excellent location with Parking and beautifully designed. It has a huge beautiful garden area...the food is perfect with everything that we tried was just incredible. The service was by ""Arty"" and he deserves 12 stars (out of 5 stars("
"2021-05-17","ru","OTHER","Приятное место и хорошее обслуживание","2261775","2021-04","NONE","5","Хороший ресторан с грамотной кухней. Очень понравилась обстановка в ресторане и качество обслуживания. Горячее блюдо готовили в течение 15 минут, не смотря на посадку в ресторане."
"2021-03-07","tr","MOBILE","Servis iyi, donuk carpaccio geldi, sonrasinda degisim yapildi ","2261775","2021-03","NONE","4","Servis iyidi, carpaccio nun eti buzlu geldi, 
Geri yolladim, cok lezzetli bir carpacio geldi, Ozur maksatli tatli ikram ettiler, dil izgara ve steak lezzetliydi, "
"2020-10-31","fr","MOBILE","Bien sans plus !","2261775","2020-10","COUPLES","3","Décoration assez impersonnelle, C'est propre mais bruyant et le personnel participe au bruit. Point positif, le serveur parlait parfaitement anglais. Prise de commande rapide mais il a fallu relancer pour les premiers plats, le reste à suivi sans problème.  C'est copieux, bon mais assez triste en terme de présentation. 
Rapport qualité prix  bon mais cher pour Chisinau."
"2020-10-17","en","OTHER","better than before","2261775","2020-09","NONE","4","I think that during closing time due to the corona virus they took the opportunity to train their staff . the new food carte is more creative and the service staff is better
so sine the opening of the restaurant we went there already 5 times ."
"2020-07-23","ru","MOBILE","Приятное место с дорогим кофе))","2261775","2020-07","NONE","4","Уютная Терраса с капельными распылителями , качественный сервис. По моему желанию согласились приготовить 1,5 порции ( так нужно было по моей программе питания ). Официант интересуется что понравилось/ что не понравилось. Качественная еда и нечестная цена на кофе. 40 лей за порцию эспрессо?! Зачем ?!"
"2020-03-08","ru","MOBILE","Ужин","2261775","2020-03","COUPLES","5","Приятная обстановка. Оживлённое место. Свежие и вкусные блюда. Чистота. Вежливый персонал. Затруднение с парковкой."
"2020-03-07","en","MOBILE","Great comeback experience in Chisinau","2261775","2020-03","FRIENDS","5","we love coming in Chisinau to try new food! everytime it was fabulous!! we came with some friends for lunch and we were lucky to find a table free for lunch. as a tip call before for a reservation to make sure you find a spot! highly recommended!!! every sauce, every bit, every piece of meat was fantastic! we were very impressed!! if you want try the cricova cuvee brut!! great for a lunch!! dessert perfect. all the cold appetizer we loved!! and we were so amazed by the foie gras and the saute sea food wow wow!!! we will come back! it's on our short list! "
"2020-02-16","en","OTHER","Good food","2261775","2019-03","NONE","5","i recommend this restaurant when in Chisinau; it's a modern cuisine restaurant combined with a really big market stuffed with goodies "
"2020-02-08","en","MOBILE","Stylish Restaurant","2261775","2020-01","FRIENDS","4","Nice atmosphere. Very polite waiters. 
Tasteful diverse and qualitative dishes, with prices above average.

"
"2020-01-15","it","MOBILE","un gran bel posto","2261775","2020-01","BUSINESS","5","consiglio vivamente di andarci almeno 1 volta location pulita ed ordinata....molto europea. la gentilezza e la cortesia sono di casa "
"2018-06-26","ru","OTHER","Must visit","9729405","2018-06","BUSINESS","5","Прекрасная кухня, шикарное обслуживание, большая винная карта, есть парковка и кальяны. 
Это только небольшой список плюсов данного заведения. Кухня действительно на уровне, плюс приятные официанты сделают ваш вечер действительно хорошим и легким. 
"
"2018-06-11","ru","MOBILE","До еды даже дело не дошло","9729405","2018-06","COUPLES","1","Зашли пообедать, будний день. Веранда пустая, но при этом на каждом столе стоит табличка “reserved”. Официант видел наше появление, но не удостоился отметить его хотя бы взглядом. Подойдя к бару, привлечь внимание сидящего там сотрудника также удалось не с первого раза. На вопрос, что можно ли где-то на веранде присесть, тк везде таблички «reserved» и один стол не убран, получен ответ, что выбирайте любой стол. Поблагодарив, заняли стол. После некоторого ожидания подошёл официант и сообщил, что нам надо пересесть, тк конкретно этот стол занят. Такое небрежное отношение к гостям в таком солидном месте (как выяснилось, отзывы не вполне соответствуют действительности) не позволительно. Всё-таки первое впечатление - это персонал. Увы, он не дал даже добраться до кухни. Провести обед в этом заведении желание пропало мгновенно.
Также на веранде присутствовал не вполне приятный запах.

"
"2018-06-03","en","MOBILE","Impressive place","9729405","2018-06","BUSINESS","5","A very stilish place in Chisinau
1. location...not the best area
2. Design...impressive...it costs a lot of money
3. Food...very good,excepting the beef meat(not the best quality, but one of the best in town)
4.drinks... a lot of varieties
5.politeness...perfect"
"2018-04-23","en","MOBILE","Outstanding Restaurant","9729405","2018-04","FRIENDS","5","Have visited Osho a few times and everytime has been surprised by the tasty and fresh food, friendly waiters and relaxing atmosphere. It is perfect for  breakfast and lunch, and absolutely amazing as an evening place where you can meet friends over a delicious steak!!! "
"2018-03-14","ru","OTHER","Тихо.хорошее обслуживание.Вкусно.","9729405","2017-04","NONE","4","За последние несколько лет, первый в Кишиневе ресторан, где действительно было уютно и вкусно. Ненавязчивое обслуживание."
"2018-03-11","ru","OTHER","отличный ресторан","9729405","2018-01","FRIENDS","5","уютная атмосфера, вежливый и внимательный персонал, кухня на вышем уровне, всегда при посешение получаем море удовольствие, главное заранее побеспокоится о бронирование столика, особенно в выходные ;)"
"2018-02-21","en","MOBILE","We loved it","9729405","2018-02","FAMILY","5","We liked everything about this restaurant. The environment is nice and cozy. The service was excellent and tasty food. We ordered turkey fillet, duck, beef, salads, everything was delicious. my favorite - salad with chicken, avocado and parmesan mousse. As for the dessert- the pistaccio mousse was amazing."
"2018-02-21","en","MOBILE"," excellent","9729405","2018-02","FRIENDS","5","Very nice and clean restaurant, the food was wonderful!!!!!!!!!! I will waiters was very polite.  good vibe 😁"
"2018-02-21","it","MOBILE","Cena di lavoro","9729405","2018-02","BUSINESS","5","Forse uno dei migliori ristoranti che io abbia mai provato. In 3 con ottimo vino rose purkari una insalata due zuppe due salmoni un altra 1 caffe e 2 bottiglie di acqua 76€.
Cucina eccellente
Locale estremamente curato ed elegante
Servizio e pulizia di primissimo livello"
"2018-02-12","ru","MOBILE","Самый ужасный ресторан в Кишиневе.","9729405","2018-02","FRIENDS","1","Худший ресторан в городе. Если вы хотите, чтобы вам  нахамил официант и принесли вместо апероля стакан бурды, то смело заказывайте здесь столик. Никогда больше сюда не придем."
"2020-01-08","en","MOBILE","Service not good. Food ok","2261775","2020-01","NONE","3","Like everywhere in Moldova the service its unpleasant. The hall workers manage to act like you owe them something :) but the food its good. Especially with the meat. Maybe next time we will be lucky with our waitress.
"
"2019-12-26","en","OTHER","Sadly we tried one more time, never, never again","2261775","2019-12","NONE","1","Yes, there being no where else available we went again on Christmas Eve 2019. 

A very young waiter showed us to a table and simply dropped some menus on the table without saying a word. Not very professional at all. The menu itself is now very limited with small choices of very expensive main meals about which the young waiter had no information when asked about certain meals.

The draught beer was so cold it was undrinkable and when my dinner eventually arrived the chicken was just like last time I ate there, tough, like leather, and the accompanying vegetables turned out to be 5 very small pieces of roast potatoes and about a dozen peas.

This restaurant used to be one of the best in Chisinau so I don't know what happened to it, maybe it's undergone a change of management. 

Now there are people coming in just to drink at the bar, children are still allowed to run riot, screaming and shouting around other diners tables and this time there was a mother breast feeding a baby in the restaurant. OK I realise babies need to be fed however there is a time and place for this, not in the restaurant. I believe there is a facility in the ladies rest room for this sort of thing.

So in my opinion it is not worth a visit and definitely crossed off my list.

I did once decry Andy's Pizza but that place is now far better than Pegas.

You have been warned."
"2019-12-04","en","MOBILE","The food is excellent. Only","2261775","2019-12","NONE","2","The food is excellent. Only thing I can complain about is the workers. As I walked in, Nobody was there to greet me. I had to look for someone. Then as I ordered they looked at me as if I couldn’t pay. I ordered a steak and they ask if I was sure I wanted that and told me it’s 1000lei (57.31 USD) For a moment I thought I was back in the states. left no tip for that reason "
"2019-11-07","en","MOBILE","Very good location for our breakfast ","2261775","2019-10","FRIENDS","5","This place is very nice.
The food is very good.
Well trained staff, friendly but not invasive.
I recomend this place. "
"2019-11-05","en","OTHER","One of best places to visit if you are a tourist","2261775","2019-10","NONE","4","It combines everything from typical Moldavian cuisine to delicious steaks, not to mention their fantastic desserts. The prices are as well very good for what you get."
"2019-10-27","en","MOBILE","great food, in a fast food setting","2261775","2019-10","COUPLES","3","Very efficient service and tasty food. Completely lacks charm and personal attention to details. Felt awkward. 
"
"2019-10-27","en","MOBILE","Safe bet.","2261775","2019-10","COUPLES","4","Extensive menu, very good winelist and moderate prices. Correct and fast service. Nice location. All that was missing was heart and soul. This is a food factory. Would I come back? Yes, it is like a Sheraton, I know exactly what I will get. "
"2019-10-27","ru","MOBILE","Противоречивое мнение...","2261775","2019-10","BUSINESS","3","В етом ресторане у нас была обгоаоренна деловая встречя с иностранцем. Что касается еды,сразу хочу отметить что все было вкусно и достойно.
Но сервис не важный. Мы не заказывали столик,так как был обычный рабочий день по среди недели,между обедом и ужином. Войдя в ресторан нас никто не встретил и нам пришлось ходить по залу в поисках официанта. На наш вопрос если мы можем сесть на терасе,нам сказали что все зарезервираванно и мы были вынуждены были сесть в зале,где было очень душно и пахло кухней. Наш гость сказал что ему не комфортно, и я попросил всетаки официанта найти возможнось посадить нас на терасе так как мы не будем сидеть долго. С большим одолжением нам дали столик и предупредили что через полтора часа мы должы будем его освободить. Мы просидели более двух часов но никто так и не пришел,да и официанта чтобы расчитатся пришлось искать."
"2019-10-23","en","MOBILE","Good quality meat","2261775","2019-10","FRIENDS","4","The meat was fantasic, variety of dishes. Fish was good too. A bit expansive.  They have two spaces. A normal restaurant and the other space is more luxary abd more quiete. If you have a luch where you want to discuse something thats the place."
"2019-10-14","en","OTHER","Perfect for a special occasion","2261775","2019-10","NONE","4","Lovely atmosphere and great for groups or a special occasions. Worth booking on a Friday or Saturday evening. Although a little out of the city centre it is worth going to."
"2022-06-11","ru","OTHER","Заказ крылышек на дом","1089531","2022-06","FAMILY","3","Заказ крылышек на дом не соответствует действительности!!! Всего три полноценных крыла на весь заказ. Остальное кости"
"2022-05-30","ru","MOBILE","Зашла позавтракать","1089531","2022-05","SOLO","1","Если вы желаете быстро перекусить у вас точно не получится, мало того что ужасно долго ждала пока у меня примут заказ, так ещё вместо заказных сырников, мне принесли вертуты и вместо липового чая  зелёный !
Потом снова очень долго ждала пока мне все это обратно поменяют, что бы рассчитаться тоже нужно  долго ждать пока официант хотя бы посмотрит на тебя, проще самой встать и позвать, по друго будут просто стоять и втыкать!
Кухня действительно очень вкусная, но обслуживаний ужасное !"
"2022-04-27","de","MOBILE","Suuuuuuuuper! ","1089531","2022-04","SOLO","5","Super lecker! Super günstig! Freundlicher Service! ich wüsste nicht, was dem noch hinzuzufügen wäre... außer vielleicht, dass es nichts für ein candle light dinner ist... "
"2022-04-18","ru","MOBILE","Проволока","1089531","2022-04","FAMILY","1","17.04.2022 года, в заведении  номер 13, по адресу хынчештское шоссе 58.  был с��елан заказ собой, 1 плацинда с картошкой. Оплачено в 18:56:49. Terminal id 49832571, ref no 210704434694. CEC N 6122. 

Этим же вечером, внутри плацинды найдена металлическая проволока. Что неприемлемо для заведения  общепита. А самое главное поставило под угрозу здоровье и жизнь беременной женщины и ребёнка."
"2022-03-30","en","OTHER","excellent food","1089531","2021-09","NONE","5","this restaurant offers excelelnt and tasty local food with great prices, everything tastes great and the service is very good"
"2022-03-19","en","MOBILE","Very nice restaurant in the City Centre","1089531","2022-03","FRIENDS","4","Went to this restaurant for lunch with friends. We were very happy with the clean and bright premises, the service was quick and efficient and the food was very very good. We are hoping to return for one more meal while we are in Chisinau."
"2022-03-08","ru","OTHER","Ужасное обслуживание","1089531","2022-03","FAMILY","1","Были 2 раза в разных филиалах, официанты игнорируют как посетителей,  при свободных столиках, говорят что все занято, при наличии свободных мест. Еда вкусная."
